id,date,warehouse,client_type,product_line,quantity,unit_price,total,payment
1479,2021-07-12,Central,Retail,Engine,9,64.02,576.14,Credit card
1480,2021-07-12,West,Wholesale,Suspension & traction,20,39.45,788.97,Transfer
1481,2021-07-12,West,Retail,Breaking system,10,18.69,186.87,Cash
1482,2021-07-12,North,Retail,Suspension & traction,3,38.35,115.04,Credit card
1483,2021-07-12,West,Retail,Breaking system,10,23.2,232,Credit card
1484,2021-07-12,Central,Retail,Suspension & traction,3,37.84,113.52,Cash
1485,2021-07-12,North,Retail,Frame & body,4,49.13,196.51,Credit card
1486,2021-07-12,Central,Wholesale,Miscellaneous,40,26.2,1048,Transfer
1487,2021-07-13,North,Retail,Electrical system,5,24.49,122.46,Credit card
1488,2021-07-13,Central,Retail,Breaking system,8,24.14,193.16,Credit card
1489,2021-07-13,North,Retail,Electrical system,6,20.9,125.43,Credit card
1490,2021-07-13,North,Retail,Frame & body,2,45.27,90.54,Credit card
1491,2021-07-13,Central,Retail,Electrical system,1,23.25,23.25,Credit card
1492,2021-07-13,Central,Retail,Miscellaneous,10,27.85,278.5,Credit card
1493,2021-07-13,West,Wholesale,Breaking system,4,17.06,68.23,Transfer
1494,2021-07-13,Central,Wholesale,Suspension & traction,40,35.06,1402.53,Transfer
1495,2021-07-14,Central,Retail,Frame & body,4,36.7,146.79,Credit card
1496,2021-07-14,Central,Retail,Breaking system,7,12.08,84.6,Credit card
1497,2021-07-14,North,Retail,Suspension & traction,4,30.38,121.5,Credit card
1498,2021-07-14,West,Wholesale,Breaking system,8,23.83,190.64,Transfer
1499,2021-07-14,North,Retail,Electrical system,1,29.47,29.47,Cash
1500,2021-07-14,Central,Wholesale,Miscellaneous,8,15.81,126.49,Transfer
1501,2021-07-14,Central,Retail,Frame & body,6,35.62,213.69,Credit card
1502,2021-07-14,Central,Retail,Breaking system,5,13.26,66.3,Credit card
1503,2021-07-15,West,Wholesale,Miscellaneous,8,29.9,239.16,Transfer
1504,2021-07-15,North,Retail,Frame & body,3,40.78,122.32,Credit card
1505,2021-07-15,Central,Wholesale,Frame & body,28,43.35,1213.71,Transfer
1506,2021-07-15,Central,Wholesale,Miscellaneous,40,17.94,717.73,Transfer
1507,2021-07-15,North,Retail,Suspension & traction,8,41.59,332.75,Credit card
1508,2021-07-15,Central,Retail,Electrical system,4,29.29,117.16,Credit card
1509,2021-07-15,West,Retail,Engine,2,59.72,119.44,Credit card
1510,2021-07-15,North,Retail,Electrical system,1,31.88,31.88,Credit card
1511,2021-07-16,West,Retail,Electrical system,8,22.27,178.19,Credit card
1512,2021-07-16,West,Wholesale,Breaking system,12,21.75,260.96,Transfer
1513,2021-07-16,West,Retail,Suspension & traction,1,41.47,41.47,Credit card
1514,2021-07-16,Central,Retail,Miscellaneous,9,26.23,236.1,Credit card
1515,2021-07-16,West,Retail,Electrical system,10,22.13,221.33,Credit card
1516,2021-07-16,North,Retail,Miscellaneous,3,24.52,73.55,Credit card
1517,2021-07-16,Central,Wholesale,Breaking system,40,24.88,995.33,Transfer
1518,2021-07-16,North,Retail,Suspension & traction,8,36.66,293.28,Credit card
1519,2021-07-16,Central,Retail,Suspension & traction,9,39.71,357.38,Credit card
1520,2021-07-16,North,Retail,Breaking system,3,16.99,50.97,Credit card
1521,2021-07-16,North,Retail,Breaking system,3,17.03,51.1,Credit card
1522,2021-07-16,Central,Wholesale,Frame & body,4,48.05,192.21,Transfer
1523,2021-07-16,Central,Retail,Engine,6,59.6,357.59,Credit card
1524,2021-07-16,Central,Wholesale,Electrical system,28,29.48,825.53,Transfer
1525,2021-07-16,Central,Retail,Breaking system,7,20.47,143.31,Credit card
1526,2021-07-16,West,Wholesale,Electrical system,16,28.09,449.47,Transfer
1527,2021-07-16,Central,Retail,Suspension & traction,5,27.96,139.81,Credit card
1528,2021-07-16,West,Retail,Frame & body,3,37.46,112.37,Credit card
1529,2021-07-16,North,Retail,Electrical system,6,19.21,115.26,Credit card
1530,2021-07-17,North,Retail,Miscellaneous,7,17.47,122.29,Credit card
1531,2021-07-17,Central,Retail,Suspension & traction,5,27.01,135.04,Credit card
1532,2021-07-17,Central,Retail,Breaking system,4,18.36,73.45,Credit card
1533,2021-07-17,Central,Retail,Frame & body,10,41.98,419.85,Credit card
1534,2021-07-17,Central,Retail,Breaking system,1,23.56,23.56,Credit card
1535,2021-07-17,West,Retail,Breaking system,7,24.63,172.42,Credit card
1536,2021-07-17,Central,Retail,Breaking system,9,14.42,129.76,Credit card
1537,2021-07-17,West,Retail,Electrical system,6,24.62,147.71,Cash
1538,2021-07-18,West,Wholesale,Miscellaneous,20,25.23,504.63,Transfer
1539,2021-07-18,North,Retail,Suspension & traction,8,39.8,318.39,Credit card
1540,2021-07-18,North,Retail,Breaking system,3,15.9,47.69,Credit card
1541,2021-07-18,North,Retail,Electrical system,5,22.43,112.13,Credit card
1542,2021-07-18,Central,Retail,Suspension & traction,5,26.97,134.84,Credit card
1543,2021-07-18,North,Retail,Frame & body,9,49.68,447.14,Credit card
1544,2021-07-18,North,Wholesale,Breaking system,32,21.83,698.45,Transfer
1545,2021-07-18,North,Retail,Electrical system,3,32.02,96.04,Credit card
1546,2021-07-18,Central,Retail,Electrical system,6,31.24,187.45,Credit card
1547,2021-07-18,West,Retail,Frame & body,7,44.66,312.65,Cash
1548,2021-07-18,Central,Retail,Frame & body,9,41.11,369.99,Credit card
1549,2021-07-18,Central,Retail,Electrical system,8,22.62,180.99,Credit card
1550,2021-07-18,North,Retail,Breaking system,3,13.82,41.45,Cash
1551,2021-07-19,West,Retail,Breaking system,3,23.37,70.11,Cash
1552,2021-07-19,North,Wholesale,Suspension & traction,24,30.74,737.68,Transfer
1553,2021-07-19,North,Wholesale,Breaking system,28,23.06,645.59,Transfer
1554,2021-07-19,Central,Retail,Electrical system,2,19.13,38.25,Credit card
1555,2021-07-19,North,Wholesale,Electrical system,4,27.08,108.32,Transfer
1556,2021-07-19,Central,Wholesale,Electrical system,4,26.82,107.3,Transfer
1557,2021-07-19,Central,Wholesale,Electrical system,16,24.01,384.19,Transfer
1558,2021-07-20,North,Retail,Breaking system,2,24.75,49.49,Credit card
1559,2021-07-20,North,Wholesale,Miscellaneous,36,29.78,1071.96,Transfer
1560,2021-07-20,Central,Retail,Frame & body,7,44.01,308.09,Credit card
1561,2021-07-20,Central,Retail,Suspension & traction,8,36.98,295.85,Cash
1562,2021-07-20,Central,Retail,Suspension & traction,9,37.94,341.44,Credit card
1563,2021-07-20,Central,Retail,Breaking system,4,15.21,60.83,Credit card
1564,2021-07-20,North,Wholesale,Electrical system,36,28.26,1017.48,Transfer
1565,2021-07-20,West,Retail,Engine,8,53.63,429.07,Credit card
1566,2021-07-20,North,Retail,Engine,5,58.46,292.33,Credit card
1567,2021-07-21,Central,Retail,Engine,5,61.11,305.57,Credit card
1568,2021-07-21,Central,Retail,Miscellaneous,4,23.38,93.53,Cash
1569,2021-07-21,West,Wholesale,Suspension & traction,4,39.38,157.51,Transfer
1570,2021-07-21,North,Retail,Miscellaneous,5,28.72,143.58,Credit card
1571,2021-07-21,North,Retail,Suspension & traction,2,31.28,62.56,Credit card
1572,2021-07-21,Central,Wholesale,Frame & body,40,38.66,1546.6,Transfer
1573,2021-07-21,Central,Retail,Miscellaneous,3,22.96,68.87,Credit card
1574,2021-07-21,North,Retail,Engine,10,55.39,553.87,Credit card
1575,2021-07-21,Central,Retail,Miscellaneous,10,19.98,199.83,Credit card
1576,2021-07-21,Central,Wholesale,Breaking system,12,17.47,209.68,Transfer
1577,2021-07-22,West,Retail,Breaking system,1,10.42,10.42,Credit card
1578,2021-07-22,West,Retail,Engine,5,63.94,319.72,Credit card
1579,2021-07-22,West,Retail,Frame & body,2,49.8,99.6,Credit card
1580,2021-07-22,Central,Retail,Breaking system,4,20.64,82.55,Credit card
1581,2021-07-22,North,Retail,Electrical system,3,32.44,97.32,Credit card
1582,2021-07-22,Central,Retail,Engine,3,56.65,169.96,Credit card
1583,2021-07-23,West,Retail,Frame & body,7,49.25,344.74,Credit card
1584,2021-07-23,Central,Retail,Breaking system,5,14.96,74.79,Credit card
1585,2021-07-23,Central,Retail,Suspension & traction,3,36.49,109.48,Credit card
1586,2021-07-23,Central,Retail,Breaking system,9,17.39,156.46,Credit card
1587,2021-07-23,Central,Retail,Breaking system,1,16.24,16.24,Cash
1588,2021-07-23,North,Retail,Suspension & traction,10,27.9,279.03,Credit card
1589,2021-07-23,Central,Retail,Miscellaneous,1,18.4,18.4,Credit card
1590,2021-07-23,Central,Retail,Breaking system,10,11.25,112.48,Credit card
1591,2021-07-23,North,Retail,Suspension & traction,1,35.97,35.97,Credit card
1592,2021-07-23,North,Wholesale,Frame & body,40,37.42,1496.6,Transfer
1593,2021-07-23,Central,Wholesale,Suspension & traction,8,27.12,216.97,Transfer
1594,2021-07-24,Central,Retail,Electrical system,8,19.16,153.28,Credit card
1595,2021-07-24,West,Retail,Miscellaneous,4,26.73,106.91,Cash
1596,2021-07-24,Central,Retail,Electrical system,4,19.66,78.65,Credit card
1597,2021-07-24,West,Retail,Miscellaneous,1,19.32,19.32,Credit card
1598,2021-07-24,Central,Retail,Miscellaneous,3,29.8,89.4,Cash
1599,2021-07-24,Central,Retail,Electrical system,9,29.26,263.38,Credit card
1600,2021-07-24,North,Retail,Miscellaneous,4,25.58,102.31,Credit card
1601,2021-07-24,West,Retail,Frame & body,7,43.06,301.46,Credit card
1602,2021-07-25,Central,Retail,Frame & body,6,42.99,257.95,Credit card
1603,2021-07-25,North,Retail,Suspension & traction,10,31.71,317.1,Credit card
1604,2021-07-25,West,Retail,Electrical system,5,18.36,91.8,Cash
1605,2021-07-25,Central,Retail,Breaking system,2,22.3,44.59,Credit card
1606,2021-07-25,Central,Retail,Electrical system,10,20.79,207.9,Credit card
1607,2021-07-25,North,Wholesale,Suspension & traction,8,32.95,263.57,Transfer
1608,2021-07-25,Central,Retail,Miscellaneous,8,17.74,141.91,Cash
1609,2021-07-25,Central,Retail,Suspension & traction,10,37.26,372.6,Credit card
1610,2021-07-25,Central,Retail,Suspension & traction,6,34.29,205.73,Credit card
1611,2021-07-26,West,Retail,Electrical system,5,31.01,155.03,Credit card
1612,2021-07-26,Central,Retail,Breaking system,5,24.02,120.11,Credit card
1613,2021-07-26,North,Retail,Miscellaneous,3,29.93,89.8,Credit card
1614,2021-07-26,Central,Retail,Miscellaneous,4,23.81,95.23,Credit card
1615,2021-07-26,Central,Retail,Suspension & traction,1,31.62,31.62,Credit card
1616,2021-07-26,North,Retail,Electrical system,6,28.14,168.84,Credit card
1617,2021-07-26,North,Retail,Frame & body,5,48.57,242.84,Credit card
1618,2021-07-26,North,Retail,Frame & body,1,43.95,43.95,Credit card
1619,2021-07-26,North,Retail,Breaking system,4,20.51,82.03,Credit card
1620,2021-07-26,Central,Retail,Suspension & traction,5,38.67,193.37,Credit card
1621,2021-07-26,North,Retail,Electrical system,3,27.53,82.59,Credit card
1622,2021-07-26,Central,Retail,Suspension & traction,10,33.8,337.98,Credit card
1623,2021-07-26,Central,Retail,Frame & body,1,48.08,48.08,Cash
1624,2021-07-26,Central,Wholesale,Engine,32,57.1,1827.04,Transfer
1625,2021-07-26,Central,Retail,Miscellaneous,1,21.44,21.44,Cash
1626,2021-07-26,Central,Retail,Electrical system,4,27.1,108.38,Credit card
1627,2021-07-27,Central,Retail,Frame & body,1,42.41,42.41,Credit card
1628,2021-07-27,Central,Retail,Engine,6,66.62,399.71,Credit card
1629,2021-07-27,North,Retail,Electrical system,2,24.44,48.87,Cash
1630,2021-07-27,Central,Wholesale,Suspension & traction,24,40.12,962.8,Transfer
1631,2021-07-27,Central,Retail,Breaking system,2,24.98,49.96,Credit card
1632,2021-07-27,West,Retail,Breaking system,9,12.16,109.4,Credit card
1633,2021-07-27,North,Retail,Breaking system,1,17.58,17.58,Credit card
1634,2021-07-27,Central,Retail,Frame & body,4,49.26,197.03,Credit card
1635,2021-07-27,Central,Wholesale,Miscellaneous,24,17.77,426.4,Transfer
1636,2021-07-28,Central,Retail,Frame & body,5,44.54,222.72,Credit card
1637,2021-07-28,North,Wholesale,Breaking system,8,11.91,95.31,Transfer
1638,2021-07-28,Central,Retail,Engine,10,52.25,522.5,Credit card
1639,2021-07-28,West,Retail,Suspension & traction,1,41.62,41.62,Credit card
1640,2021-07-28,North,Retail,Breaking system,9,21.32,191.9,Credit card
1641,2021-07-28,West,Retail,Miscellaneous,8,29.08,232.63,Cash
1642,2021-07-28,Central,Retail,Electrical system,6,29.5,176.99,Credit card
1643,2021-07-28,Central,Retail,Breaking system,10,11.63,116.28,Credit card
1644,2021-07-28,Central,Retail,Breaking system,3,17.07,51.21,Credit card
1645,2021-07-28,North,Retail,Miscellaneous,10,25.74,257.4,Credit card
1646,2021-07-28,North,Wholesale,Suspension & traction,28,40.43,1132.13,Transfer
1647,2021-07-28,Central,Wholesale,Electrical system,36,26.12,940.14,Transfer
1648,2021-07-28,North,Retail,Breaking system,10,11.48,114.75,Credit card
1649,2021-07-28,West,Retail,Engine,7,64.31,450.18,Credit card
1650,2021-07-29,Central,Retail,Breaking system,10,15.18,151.82,Credit card
1651,2021-07-29,Central,Retail,Suspension & traction,8,39.33,314.64,Credit card
1652,2021-07-29,North,Wholesale,Miscellaneous,24,26.77,642.48,Transfer
1653,2021-07-29,North,Retail,Electrical system,3,26,78,Credit card
1654,2021-07-29,West,Wholesale,Breaking system,8,23.87,190.93,Transfer
1655,2021-07-29,Central,Retail,Electrical system,1,26.72,26.72,Cash
1656,2021-07-30,North,Retail,Suspension & traction,2,30.79,61.58,Credit card
1657,2021-07-30,Central,Retail,Electrical system,3,19.14,57.41,Credit card
1658,2021-07-30,North,Retail,Electrical system,10,24.25,242.47,Credit card
1659,2021-07-30,Central,Retail,Electrical system,2,28.25,56.5,Credit card
1660,2021-07-30,Central,Retail,Suspension & traction,3,29.58,88.75,Credit card
1661,2021-07-30,Central,Wholesale,Breaking system,28,21.88,612.78,Transfer
1662,2021-07-30,Central,Retail,Miscellaneous,1,22.29,22.29,Cash
1663,2021-07-30,North,Retail,Breaking system,4,12.05,48.21,Credit card
1664,2021-07-30,Central,Retail,Breaking system,9,21.42,192.82,Credit card
1665,2021-07-30,West,Wholesale,Miscellaneous,16,25.82,413.04,Transfer
1666,2021-07-31,Central,Retail,Suspension & traction,5,27.2,136.02,Cash
1667,2021-07-31,North,Retail,Frame & body,2,39.91,79.82,Credit card
1668,2021-07-31,West,Retail,Frame & body,7,45.66,319.64,Credit card
1669,2021-07-31,Central,Retail,Suspension & traction,10,41.23,412.3,Credit card
1670,2021-07-31,Central,Wholesale,Suspension & traction,36,29.5,1062,Transfer
1671,2021-07-31,West,Retail,Frame & body,2,35.73,71.46,Credit card
1672,2021-07-31,Central,Retail,Suspension & traction,9,39.73,357.58,Credit card
1673,2021-07-31,Central,Retail,Engine,3,62.23,186.7,Credit card
1674,2021-07-31,Central,Retail,Frame & body,10,42.42,424.25,Cash
1675,2021-07-31,North,Retail,Miscellaneous,4,24.42,97.68,Credit card
1676,2021-07-31,Central,Retail,Frame & body,2,37.55,75.1,Credit card
1677,2021-07-31,Central,Retail,Suspension & traction,9,41.62,374.6,Credit card
1678,2021-07-31,Central,Retail,Suspension & traction,2,31.38,62.76,Credit card
1679,2021-07-31,North,Wholesale,Frame & body,12,48.1,577.26,Transfer
1680,2021-07-31,West,Retail,Breaking system,3,12.84,38.51,Credit card
1681,2021-07-31,Central,Wholesale,Electrical system,12,21.04,252.52,Transfer
1682,2021-07-31,Central,Wholesale,Breaking system,20,23.75,474.97,Transfer
1683,2021-07-31,Central,Retail,Electrical system,7,30.93,216.53,Credit card
1684,2021-08-01,West,Wholesale,Electrical system,32,21.7,694.4,Transfer
1685,2021-08-01,West,Retail,Electrical system,5,25.32,126.6,Credit card
1686,2021-08-01,North,Retail,Electrical system,7,21.49,150.44,Credit card
1687,2021-08-01,North,Retail,Breaking system,1,16.07,16.07,Credit card
1688,2021-08-01,West,Retail,Suspension & traction,8,28.48,227.8,Credit card
1689,2021-08-01,Central,Wholesale,Electrical system,40,30.33,1213.13,Transfer
1690,2021-08-01,North,Retail,Engine,1,54.17,54.17,Credit card
1691,2021-08-01,Central,Retail,Suspension & traction,8,30.02,240.16,Cash
1692,2021-08-01,Central,Wholesale,Breaking system,40,20.51,820.33,Transfer
1693,2021-08-01,West,Retail,Suspension & traction,8,32.34,258.68,Cash
1694,2021-08-01,North,Retail,Suspension & traction,7,32.72,229.05,Credit card
1695,2021-08-01,Central,Retail,Suspension & traction,8,40.75,325.99,Credit card
1696,2021-08-01,North,Retail,Breaking system,8,12.03,96.23,Credit card
1697,2021-08-01,West,Retail,Electrical system,6,24.42,146.53,Cash
1698,2021-08-02,North,Retail,Suspension & traction,9,30.55,274.95,Cash
1699,2021-08-02,Central,Retail,Miscellaneous,8,29.78,238.27,Credit card
1700,2021-08-02,North,Retail,Miscellaneous,4,25.78,103.11,Credit card
1701,2021-08-02,North,Wholesale,Breaking system,36,16.49,593.76,Transfer
1702,2021-08-02,North,Retail,Engine,3,61.45,184.36,Credit card
1703,2021-08-02,North,Retail,Frame & body,7,35.39,247.73,Credit card
1704,2021-08-02,Central,Retail,Suspension & traction,9,28.21,253.86,Credit card
1705,2021-08-02,North,Wholesale,Engine,40,58.1,2324.2,Transfer
1706,2021-08-02,North,Retail,Electrical system,5,19.1,95.52,Credit card
1707,2021-08-02,North,Retail,Suspension & traction,4,34.42,137.69,Credit card
1708,2021-08-02,North,Wholesale,Electrical system,24,33.3,799.32,Transfer
1709,2021-08-02,Central,Retail,Suspension & traction,1,30.04,30.04,Credit card
1710,2021-08-03,Central,Wholesale,Miscellaneous,40,26.38,1055.4,Transfer
1711,2021-08-03,North,Retail,Suspension & traction,3,38.05,114.16,Cash
1712,2021-08-03,Central,Retail,Electrical system,8,20.89,167.09,Credit card
1713,2021-08-03,West,Wholesale,Suspension & traction,40,27.02,1080.8,Transfer
1714,2021-08-03,Central,Retail,Suspension & traction,8,40.91,327.28,Credit card
1715,2021-08-03,Central,Wholesale,Miscellaneous,12,21.42,257.04,Transfer
1716,2021-08-03,West,Retail,Frame & body,7,47.18,330.24,Credit card
1717,2021-08-03,Central,Wholesale,Miscellaneous,12,16.35,196.16,Transfer
1718,2021-08-03,Central,Retail,Breaking system,5,15.7,78.52,Credit card
1719,2021-08-03,Central,Wholesale,Engine,28,59.33,1661.19,Transfer
1720,2021-08-03,North,Retail,Breaking system,2,21.98,43.97,Credit card
1721,2021-08-03,Central,Retail,Breaking system,5,11.99,59.95,Credit card
1722,2021-08-03,Central,Retail,Electrical system,3,31.33,93.99,Credit card
1723,2021-08-03,Central,Retail,Suspension & traction,6,38.78,232.7,Credit card
1724,2021-08-03,Central,Wholesale,Engine,28,60.88,1704.78,Transfer
1725,2021-08-03,Central,Retail,Frame & body,10,44.96,449.57,Credit card
1726,2021-08-03,Central,Wholesale,Electrical system,24,23.51,564.24,Transfer
1727,2021-08-04,Central,Retail,Frame & body,5,44.57,222.86,Credit card
1728,2021-08-04,Central,Retail,Miscellaneous,7,23.68,165.76,Credit card
1729,2021-08-04,Central,Retail,Suspension & traction,5,29.73,148.65,Credit card
1730,2021-08-04,Central,Wholesale,Frame & body,36,39.55,1423.92,Transfer
1731,2021-08-04,Central,Wholesale,Breaking system,8,16.65,133.23,Transfer
1732,2021-08-04,North,Wholesale,Electrical system,36,20.25,729,Transfer
1733,2021-08-04,West,Retail,Suspension & traction,1,31.17,31.17,Credit card
1734,2021-08-04,North,Retail,Frame & body,6,48.69,292.13,Credit card
1735,2021-08-04,Central,Retail,Suspension & traction,8,36.98,295.81,Credit card
1736,2021-08-04,North,Wholesale,Frame & body,40,35.97,1438.73,Transfer
1737,2021-08-04,North,Retail,Electrical system,1,29.96,29.96,Cash
1738,2021-08-05,North,Wholesale,Suspension & traction,16,29.72,475.49,Transfer
1739,2021-08-05,Central,Retail,Suspension & traction,2,27.69,55.39,Cash
1740,2021-08-05,Central,Retail,Suspension & traction,4,39.01,156.05,Credit card
1741,2021-08-05,Central,Retail,Suspension & traction,5,33.38,166.9,Credit card
1742,2021-08-05,Central,Retail,Suspension & traction,6,28.7,172.21,Credit card
1743,2021-08-05,Central,Retail,Breaking system,2,24.97,49.93,Credit card
1744,2021-08-05,North,Retail,Electrical system,9,19.26,173.32,Credit card
1745,2021-08-05,North,Retail,Suspension & traction,1,41.32,41.32,Credit card
1746,2021-08-05,Central,Retail,Breaking system,4,11.08,44.3,Credit card
1747,2021-08-06,Central,Retail,Electrical system,6,30.22,181.3,Credit card
1748,2021-08-06,North,Retail,Electrical system,1,32.86,32.86,Cash
1749,2021-08-06,North,Retail,Suspension & traction,6,30.67,183.99,Credit card
1750,2021-08-06,Central,Retail,Breaking system,2,15.55,31.09,Credit card
1751,2021-08-06,Central,Retail,Miscellaneous,5,16.27,81.36,Credit card
1752,2021-08-06,West,Retail,Electrical system,6,24.38,146.26,Credit card
1753,2021-08-06,Central,Retail,Miscellaneous,4,16.17,64.69,Credit card
1754,2021-08-06,Central,Retail,Breaking system,10,14.59,145.92,Credit card
1755,2021-08-06,West,Retail,Electrical system,5,19.21,96.07,Credit card
1756,2021-08-06,North,Wholesale,Suspension & traction,40,40.11,1604.33,Transfer
1757,2021-08-06,North,Retail,Breaking system,5,18.63,93.14,Credit card
1758,2021-08-07,Central,Retail,Frame & body,9,49.99,449.94,Credit card
1759,2021-08-07,West,Wholesale,Breaking system,36,24.83,893.82,Transfer
1760,2021-08-07,Central,Retail,Electrical system,4,32.33,129.31,Credit card
1761,2021-08-07,North,Retail,Engine,4,58.62,234.47,Credit card
1762,2021-08-07,Central,Wholesale,Breaking system,32,17.74,567.84,Transfer
1763,2021-08-07,West,Retail,Suspension & traction,6,37.65,225.91,Credit card
1764,2021-08-07,North,Retail,Breaking system,8,24.55,196.39,Credit card
1765,2021-08-07,Central,Retail,Breaking system,7,24.26,169.8,Credit card
1766,2021-08-07,Central,Wholesale,Suspension & traction,28,33.7,943.51,Transfer
1767,2021-08-07,Central,Retail,Suspension & traction,4,29.25,117.01,Credit card
1768,2021-08-07,North,Wholesale,Miscellaneous,20,29.96,599.27,Transfer
1769,2021-08-07,West,Wholesale,Frame & body,20,41.48,829.7,Transfer
1770,2021-08-07,North,Retail,Frame & body,2,43.48,86.96,Credit card
1771,2021-08-07,North,Retail,Frame & body,10,42.04,420.43,Credit card
1772,2021-08-07,North,Retail,Electrical system,10,25.32,253.23,Cash
1773,2021-08-07,Central,Retail,Breaking system,1,11.05,11.05,Credit card
1774,2021-08-08,North,Retail,Suspension & traction,7,40.62,284.3,Credit card
1775,2021-08-08,Central,Wholesale,Engine,40,63.66,2546.33,Transfer
1776,2021-08-08,Central,Retail,Breaking system,3,17.89,53.67,Credit card
1777,2021-08-08,Central,Retail,Miscellaneous,7,16.37,114.59,Credit card
1778,2021-08-08,North,Retail,Frame & body,3,37.64,112.92,Credit card
1779,2021-08-08,North,Wholesale,Miscellaneous,28,15.02,420.61,Transfer
1780,2021-08-08,West,Retail,Breaking system,3,15.96,47.87,Credit card
1781,2021-08-08,Central,Wholesale,Suspension & traction,36,30.96,1114.74,Transfer
1782,2021-08-08,North,Retail,Electrical system,2,26.34,52.68,Credit card
1783,2021-08-08,North,Retail,Frame & body,5,43.77,218.85,Credit card
1784,2021-08-08,North,Retail,Breaking system,2,22.95,45.89,Credit card
1785,2021-08-08,Central,Retail,Suspension & traction,1,29.24,29.24,Credit card
1786,2021-08-09,Central,Retail,Miscellaneous,6,21.13,126.77,Cash
1787,2021-08-09,North,Retail,Suspension & traction,8,35.57,284.56,Credit card
1788,2021-08-09,Central,Retail,Frame & body,7,39.09,273.65,Credit card
1789,2021-08-09,North,Retail,Suspension & traction,5,29.72,148.6,Credit card
1790,2021-08-09,Central,Retail,Electrical system,5,22.42,112.08,Credit card
1791,2021-08-09,North,Wholesale,Electrical system,28,28.16,788.34,Transfer
1792,2021-08-09,Central,Retail,Suspension & traction,2,31.72,63.43,Credit card
1793,2021-08-09,North,Retail,Electrical system,2,26.63,53.26,Credit card
1794,2021-08-09,North,Retail,Breaking system,4,24.11,96.45,Credit card
1795,2021-08-09,Central,Wholesale,Frame & body,28,38.27,1071.51,Transfer
1796,2021-08-09,West,Retail,Electrical system,7,21.61,151.28,Credit card
1797,2021-08-10,Central,Retail,Suspension & traction,7,31.79,222.52,Credit card
1798,2021-08-10,North,Wholesale,Frame & body,28,49.73,1392.53,Transfer
1799,2021-08-10,North,Retail,Electrical system,4,24.61,98.45,Credit card
1800,2021-08-10,Central,Wholesale,Engine,36,60.73,2186.16,Transfer
1801,2021-08-10,West,Wholesale,Breaking system,16,24.04,384.69,Transfer
1802,2021-08-10,West,Retail,Miscellaneous,7,22.51,157.55,Credit card
1803,2021-08-10,Central,Wholesale,Electrical system,12,18.43,221.18,Transfer
1804,2021-08-10,Central,Wholesale,Engine,4,56.5,226.01,Transfer
1805,2021-08-10,Central,Retail,Electrical system,4,23.58,94.33,Credit card
1806,2021-08-10,Central,Retail,Suspension & traction,4,32.7,130.81,Credit card
1807,2021-08-10,West,Retail,Electrical system,6,21.77,130.61,Credit card
1808,2021-08-10,Central,Retail,Frame & body,4,49.62,198.49,Credit card
1809,2021-08-11,Central,Wholesale,Breaking system,16,14.72,235.47,Transfer
1810,2021-08-11,Central,Retail,Frame & body,2,45.48,90.96,Credit card
1811,2021-08-11,North,Retail,Breaking system,5,17.38,86.89,Credit card
1812,2021-08-11,North,Retail,Miscellaneous,7,20.96,146.76,Credit card
1813,2021-08-11,Central,Retail,Suspension & traction,8,35.65,285.21,Cash
1814,2021-08-11,North,Retail,Electrical system,10,19.31,193.12,Credit card
1815,2021-08-11,West,Retail,Breaking system,8,10.36,82.92,Credit card
1816,2021-08-11,Central,Retail,Breaking system,2,14.12,28.23,Credit card
1817,2021-08-11,Central,Retail,Engine,10,53.02,530.18,Credit card
1818,2021-08-11,West,Retail,Breaking system,1,17.75,17.75,Credit card
1819,2021-08-12,North,Wholesale,Breaking system,8,12.25,97.97,Transfer
1820,2021-08-12,Central,Retail,Frame & body,1,40.48,40.48,Cash
1821,2021-08-12,Central,Retail,Suspension & traction,4,30.91,123.65,Credit card
1822,2021-08-12,North,Wholesale,Frame & body,36,49.58,1784.88,Transfer
1823,2021-08-12,Central,Wholesale,Breaking system,28,17.45,488.74,Transfer
1824,2021-08-12,North,Retail,Electrical system,7,33.26,232.81,Credit card
1825,2021-08-12,Central,Retail,Suspension & traction,6,36.68,220.11,Credit card
1826,2021-08-12,Central,Wholesale,Frame & body,24,39.2,940.88,Transfer
1827,2021-08-12,West,Retail,Suspension & traction,7,29.64,207.49,Credit card
1828,2021-08-12,Central,Retail,Electrical system,9,25.22,226.98,Credit card
1829,2021-08-12,Central,Retail,Breaking system,10,18.27,182.68,Credit card
1830,2021-08-12,Central,Retail,Miscellaneous,8,22.2,177.61,Credit card
1831,2021-08-12,Central,Retail,Breaking system,4,12.05,48.21,Credit card
1832,2021-08-12,Central,Retail,Suspension & traction,9,28.6,257.37,Credit card
1833,2021-08-12,North,Retail,Electrical system,3,19.28,57.84,Credit card
1834,2021-08-12,West,Retail,Electrical system,5,31.32,156.59,Credit card
1835,2021-08-12,Central,Retail,Engine,10,63.76,637.63,Credit card
1836,2021-08-12,West,Retail,Breaking system,10,21.26,212.6,Credit card
1837,2021-08-13,Central,Wholesale,Frame & body,32,48.42,1549.49,Transfer
1838,2021-08-13,Central,Retail,Electrical system,4,26.25,104.99,Credit card
1839,2021-08-13,Central,Retail,Electrical system,1,32.13,32.13,Cash
1840,2021-08-13,North,Retail,Electrical system,9,20.82,187.34,Cash
1841,2021-08-13,North,Retail,Engine,2,66.1,132.19,Credit card
